     0.000000000000E+00     0.875348337195E-14
     0.100000000000E-01     0.346852585819E-13
     0.200000000000E-01     0.246173220890E-13
     0.300000000000E-01    -0.131399639571E-12
     0.400000000000E-01    -0.457917106866E-12
     0.500000000000E-01    -0.455735950012E-12
     0.600000000000E-01     0.122747401565E-11
     0.700000000000E-01     0.546626024036E-11
     0.800000000000E-01     0.783387402743E-11
     0.900000000000E-01    -0.700811140175E-11
     0.100000000000E+00    -0.568835018206E-10
     0.110000000000E+00    -0.115515874889E-09
     0.120000000000E+00    -0.333238205939E-10
     0.130000000000E+00     0.457226418808E-09
     0.140000000000E+00     0.138425372023E-08
     0.150000000000E+00     0.164485233288E-08
     0.160000000000E+00    -0.179053199161E-08
     0.170000000000E+00    -0.122616916953E-07
     0.180000000000E+00    -0.259897623248E-07
     0.190000000000E+00    -0.190702730132E-07
     0.200000000000E+00     0.577287321894E-07
     0.210000000000E+00     0.242904762360E-06
     0.220000000000E+00     0.449005002933E-06
     0.230000000000E+00     0.288304495393E-06
     0.240000000000E+00    -0.978376497205E-06
     0.250000000000E+00    -0.396446131398E-05
     0.260000000000E+00    -0.769608923611E-05
     0.270000000000E+00    -0.727255405603E-05
     0.280000000000E+00     0.766280999619E-05
     0.290000000000E+00     0.495745753532E-04
     0.300000000000E+00     0.119178368267E-03
     0.310000000000E+00     0.177946190957E-03
     0.320000000000E+00     0.114160737549E-03
     0.330000000000E+00    -0.270991318102E-03
     0.340000000000E+00    -0.120799424965E-02
     0.350000000000E+00    -0.277316584400E-02
     0.360000000000E+00    -0.453101761228E-02
     0.370000000000E+00    -0.503037189334E-02
     0.380000000000E+00    -0.128954408039E-02
     0.390000000000E+00     0.114781604794E-01
     0.400000000000E+00     0.395908341714E-01
     0.410000000000E+00     0.898406477352E-01
     0.420000000000E+00     0.167649647664E+00
     0.430000000000E+00     0.274783578632E+00
     0.440000000000E+00     0.407304411016E+00
     0.450000000000E+00     0.554594752809E+00
     0.460000000000E+00     0.700122967574E+00
     0.470000000000E+00     0.824124108677E+00
     0.480000000000E+00     0.907695140511E+00
     0.490000000000E+00     0.937207495620E+00
     0.500000000000E+00     0.907695140511E+00
     0.510000000000E+00     0.824124108677E+00
     0.520000000000E+00     0.700122967574E+00
     0.530000000000E+00     0.554594752809E+00
     0.540000000000E+00     0.407304411016E+00
     0.550000000000E+00     0.274783578632E+00
     0.560000000000E+00     0.167649647664E+00
     0.570000000000E+00     0.898406477352E-01
     0.580000000000E+00     0.395908341714E-01
     0.590000000000E+00     0.114781604794E-01
     0.600000000000E+00    -0.128954408039E-02
     0.610000000000E+00    -0.503037189334E-02
     0.620000000000E+00    -0.453101761228E-02
     0.630000000000E+00    -0.277316584400E-02
     0.640000000000E+00    -0.120799424965E-02
     0.650000000000E+00    -0.270991318102E-03
     0.660000000000E+00     0.114160737549E-03
     0.670000000000E+00     0.177946190957E-03
     0.680000000000E+00     0.119178368267E-03
     0.690000000000E+00     0.495745753532E-04
     0.700000000000E+00     0.766280999619E-05
     0.710000000000E+00    -0.727255405603E-05
     0.720000000000E+00    -0.769608923611E-05
     0.730000000000E+00    -0.396446131398E-05
     0.740000000000E+00    -0.978376497205E-06
     0.750000000000E+00     0.288304495393E-06
     0.760000000000E+00     0.449005002933E-06
     0.770000000000E+00     0.242904762360E-06
     0.780000000000E+00     0.577287321894E-07
     0.790000000000E+00    -0.190702730132E-07
     0.800000000000E+00    -0.259897623248E-07
     0.810000000000E+00    -0.122616916953E-07
     0.820000000000E+00    -0.179053199161E-08
     0.830000000000E+00     0.164485233288E-08
     0.840000000000E+00     0.138425372023E-08
     0.850000000000E+00     0.457226418808E-09
     0.860000000000E+00    -0.333238205939E-10
     0.870000000000E+00    -0.115515874889E-09
     0.880000000000E+00    -0.568835018206E-10
     0.890000000000E+00    -0.700811140175E-11
     0.900000000000E+00     0.783387402743E-11
     0.910000000000E+00     0.546626024036E-11
     0.920000000000E+00     0.122747401565E-11
     0.930000000000E+00    -0.455735950012E-12
     0.940000000000E+00    -0.457917106866E-12
     0.950000000000E+00    -0.131399639571E-12
     0.960000000000E+00     0.246173220890E-13
     0.970000000000E+00     0.346852585819E-13
     0.980000000000E+00     0.875348337195E-14
     0.990000000000E+00    -0.286126903555E-14
