  0.000000000000E+00  0.000000000000E+00  0.992949935608E-05
  0.200000000000E-01  0.000000000000E+00  0.158871462190E-04
  0.400000000000E-01  0.000000000000E+00  0.249160002568E-04
  0.600000000000E-01  0.000000000000E+00  0.383022852475E-04
  0.800000000000E-01  0.000000000000E+00  0.577146092837E-04
  0.100000000000E+00  0.000000000000E+00  0.852433950058E-04
  0.120000000000E+00  0.000000000000E+00  0.123409801745E-03
  0.140000000000E+00  0.000000000000E+00  0.175126740942E-03
  0.160000000000E+00  0.000000000000E+00  0.243595699430E-03
  0.180000000000E+00  0.000000000000E+00  0.332124647684E-03
  0.200000000000E+00  0.000000000000E+00  0.443860481028E-03
  0.220000000000E+00  0.000000000000E+00  0.581441447139E-03
  0.240000000000E+00  0.000000000000E+00  0.746585603338E-03
  0.260000000000E+00  0.000000000000E+00  0.939652672969E-03
  0.280000000000E+00  0.000000000000E+00  0.115922896657E-02
  0.300000000000E+00  0.000000000000E+00  0.140179716982E-02
  0.320000000000E+00  0.000000000000E+00  0.166155712213E-02
  0.340000000000E+00  0.000000000000E+00  0.193045416381E-02
  0.360000000000E+00  0.000000000000E+00  0.219845515676E-02
  0.380000000000E+00  0.000000000000E+00  0.245408760384E-02
  0.400000000000E+00  0.000000000000E+00  0.268519995734E-02
  0.420000000000E+00  0.000000000000E+00  0.287989806384E-02
  0.440000000000E+00  0.000000000000E+00  0.302755413577E-02
  0.460000000000E+00  0.000000000000E+00  0.311975600198E-02
  0.480000000000E+00  0.000000000000E+00  0.315111083910E-02
  0.500000000000E+00  0.000000000000E+00  0.311975600198E-02
  0.520000000000E+00  0.000000000000E+00  0.302755413577E-02
  0.540000000000E+00  0.000000000000E+00  0.287989806384E-02
  0.560000000000E+00  0.000000000000E+00  0.268519995734E-02
  0.580000000000E+00  0.000000000000E+00  0.245408760384E-02
  0.600000000000E+00  0.000000000000E+00  0.219845515676E-02
  0.620000000000E+00  0.000000000000E+00  0.193045416381E-02
  0.640000000000E+00  0.000000000000E+00  0.166155712213E-02
  0.660000000000E+00  0.000000000000E+00  0.140179716982E-02
  0.680000000000E+00  0.000000000000E+00  0.115922896657E-02
  0.700000000000E+00  0.000000000000E+00  0.939652672969E-03
  0.720000000000E+00  0.000000000000E+00  0.746585603338E-03
  0.740000000000E+00  0.000000000000E+00  0.581441447139E-03
  0.760000000000E+00  0.000000000000E+00  0.443860481028E-03
  0.780000000000E+00  0.000000000000E+00  0.332124647684E-03
  0.800000000000E+00  0.000000000000E+00  0.243595699430E-03
  0.820000000000E+00  0.000000000000E+00  0.175126740942E-03
  0.840000000000E+00  0.000000000000E+00  0.123409801745E-03
  0.860000000000E+00  0.000000000000E+00  0.852433950058E-04
  0.880000000000E+00  0.000000000000E+00  0.577146092837E-04
  0.900000000000E+00  0.000000000000E+00  0.383022852475E-04
  0.920000000000E+00  0.000000000000E+00  0.249160002568E-04
  0.940000000000E+00  0.000000000000E+00  0.158871462190E-04
  0.960000000000E+00  0.000000000000E+00  0.992949935608E-05
  0.980000000000E+00  0.000000000000E+00  0.608307482253E-05
  0.000000000000E+00  0.200000000000E-01  0.158871462190E-04
  0.200000000000E-01  0.200000000000E-01  0.254193491855E-04
  0.400000000000E-01  0.200000000000E-01  0.398654665332E-04
  0.600000000000E-01  0.200000000000E-01  0.612834483036E-04
  0.800000000000E-01  0.200000000000E-01  0.923430634430E-04
  0.100000000000E+00  0.200000000000E-01  0.136388975079E-03
  0.120000000000E+00  0.200000000000E-01  0.197454835870E-03
  0.140000000000E+00  0.200000000000E-01  0.280201842543E-03
  0.160000000000E+00  0.200000000000E-01  0.389751832699E-03
  0.180000000000E+00  0.200000000000E-01  0.531397643499E-03
  0.200000000000E+00  0.200000000000E-01  0.710174383130E-03
  0.220000000000E+00  0.200000000000E-01  0.930303183850E-03
  0.240000000000E+00  0.200000000000E-01  0.119453296065E-02
  0.260000000000E+00  0.200000000000E-01  0.150343915448E-02
  0.280000000000E+00  0.200000000000E-01  0.185475999024E-02
  0.300000000000E+00  0.200000000000E-01  0.224286783487E-02
  0.320000000000E+00  0.200000000000E-01  0.265848240815E-02
  0.340000000000E+00  0.200000000000E-01  0.308871618472E-02
  0.360000000000E+00  0.200000000000E-01  0.351751642302E-02
  0.380000000000E+00  0.200000000000E-01  0.392652722076E-02
  0.400000000000E+00  0.200000000000E-01  0.429630558938E-02
  0.420000000000E+00  0.200000000000E-01  0.460782134905E-02
  0.440000000000E+00  0.200000000000E-01  0.484407041222E-02
  0.460000000000E+00  0.200000000000E-01  0.499159283936E-02
  0.480000000000E+00  0.200000000000E-01  0.504176039249E-02
  0.500000000000E+00  0.200000000000E-01  0.499159283936E-02
  0.520000000000E+00  0.200000000000E-01  0.484407041222E-02
  0.540000000000E+00  0.200000000000E-01  0.460782134905E-02
  0.560000000000E+00  0.200000000000E-01  0.429630558938E-02
  0.580000000000E+00  0.200000000000E-01  0.392652722076E-02
  0.600000000000E+00  0.200000000000E-01  0.351751642302E-02
  0.620000000000E+00  0.200000000000E-01  0.308871618472E-02
  0.640000000000E+00  0.200000000000E-01  0.265848240815E-02
  0.660000000000E+00  0.200000000000E-01  0.224286783487E-02
  0.680000000000E+00  0.200000000000E-01  0.185475999024E-02
  0.700000000000E+00  0.200000000000E-01  0.150343915448E-02
  0.720000000000E+00  0.200000000000E-01  0.119453296065E-02
  0.740000000000E+00  0.200000000000E-01  0.930303183850E-03
  0.760000000000E+00  0.200000000000E-01  0.710174383130E-03
  0.780000000000E+00  0.200000000000E-01  0.531397643499E-03
  0.800000000000E+00  0.200000000000E-01  0.389751832699E-03
  0.820000000000E+00  0.200000000000E-01  0.280201842543E-03
  0.840000000000E+00  0.200000000000E-01  0.197454835870E-03
  0.860000000000E+00  0.200000000000E-01  0.136388975079E-03
  0.880000000000E+00  0.200000000000E-01  0.923430634430E-04
  0.900000000000E+00  0.200000000000E-01  0.612834483036E-04
  0.920000000000E+00  0.200000000000E-01  0.398654665332E-04
  0.940000000000E+00  0.200000000000E-01  0.254193491855E-04
  0.960000000000E+00  0.200000000000E-01  0.158871462190E-04
  0.980000000000E+00  0.200000000000E-01  0.973288751993E-05
  0.000000000000E+00  0.400000000000E-01  0.249160002568E-04
  0.200000000000E-01  0.400000000000E-01  0.398654665332E-04
  0.400000000000E-01  0.400000000000E-01  0.625214815955E-04
  0.600000000000E-01  0.400000000000E-01  0.961115583777E-04
  0.800000000000E-01  0.400000000000E-01  0.144822726725E-03
  0.100000000000E+00  0.400000000000E-01  0.213900450035E-03
  0.120000000000E+00  0.400000000000E-01  0.309671071591E-03
  0.140000000000E+00  0.400000000000E-01  0.439443887444E-03
  0.160000000000E+00  0.400000000000E-01  0.611252384260E-03
  0.180000000000E+00  0.400000000000E-01  0.833397265524E-03
  0.200000000000E+00  0.400000000000E-01  0.111377495341E-02
  0.220000000000E+00  0.400000000000E-01  0.145900552161E-02
  0.240000000000E+00  0.400000000000E-01  0.187340017874E-02
