  0.000000000000E+00  0.000000000000E+00  0.167029301513E-04
  0.100000000000E-01  0.000000000000E+00  0.159972679694E-04
  0.200000000000E-01  0.000000000000E+00  0.309478570524E-04
  0.300000000000E-01  0.000000000000E+00  0.436230139695E-04
  0.400000000000E-01  0.000000000000E+00  0.679524281114E-04
  0.500000000000E-01  0.000000000000E+00  0.998893566077E-04
  0.600000000000E-01  0.000000000000E+00  0.147454728051E-03
  0.700000000000E-01  0.000000000000E+00  0.213399378529E-03
  0.800000000000E-01  0.000000000000E+00  0.305661449549E-03
  0.900000000000E-01  0.000000000000E+00  0.431774414666E-03
  0.100000000000E+00  0.000000000000E+00  0.602428447991E-03
  0.110000000000E+00  0.000000000000E+00  0.829845448412E-03
  0.120000000000E+00  0.000000000000E+00  0.112896517913E-02
  0.130000000000E+00  0.000000000000E+00  0.151697695304E-02
  0.140000000000E+00  0.000000000000E+00  0.201359035297E-02
  0.150000000000E+00  0.000000000000E+00  0.264071007989E-02
  0.160000000000E+00  0.000000000000E+00  0.342218968996E-02
  0.170000000000E+00  0.000000000000E+00  0.438328246439E-02
  0.180000000000E+00  0.000000000000E+00  0.554997560173E-02
  0.190000000000E+00  0.000000000000E+00  0.694812802284E-02
  0.200000000000E+00  0.000000000000E+00  0.860247143936E-02
  0.210000000000E+00  0.000000000000E+00  0.105355175522E-01
  0.220000000000E+00  0.000000000000E+00  0.127664006885E-01
  0.230000000000E+00  0.000000000000E+00  0.153097583751E-01
  0.240000000000E+00  0.000000000000E+00  0.181746708347E-01
  0.250000000000E+00  0.000000000000E+00  0.213637801786E-01
  0.260000000000E+00  0.000000000000E+00  0.248725897977E-01
  0.270000000000E+00  0.000000000000E+00  0.286890604721E-01
  0.280000000000E+00  0.000000000000E+00  0.327934610009E-01
  0.290000000000E+00  0.000000000000E+00  0.371585563000E-01
  0.300000000000E+00  0.000000000000E+00  0.417500693309E-01
  0.310000000000E+00  0.000000000000E+00  0.465274156883E-01
  0.320000000000E+00  0.000000000000E+00  0.514446766955E-01
  0.330000000000E+00  0.000000000000E+00  0.564517069908E-01
  0.340000000000E+00  0.000000000000E+00  0.614953979414E-01
  0.350000000000E+00  0.000000000000E+00  0.665209084061E-01
  0.360000000000E+00  0.000000000000E+00  0.714729610201E-01
  0.370000000000E+00  0.000000000000E+00  0.762969598289E-01
  0.380000000000E+00  0.000000000000E+00  0.809400941043E-01
  0.390000000000E+00  0.000000000000E+00  0.853521850896E-01
  0.400000000000E+00  0.000000000000E+00  0.894864609225E-01
  0.410000000000E+00  0.000000000000E+00  0.933000727065E-01
  0.420000000000E+00  0.000000000000E+00  0.967545178896E-01
  0.430000000000E+00  0.000000000000E+00  0.998158546554E-01
  0.440000000000E+00  0.000000000000E+00  0.102454837279E+00
  0.450000000000E+00  0.000000000000E+00  0.104646918662E+00
  0.460000000000E+00  0.000000000000E+00  0.106372211736E+00
  0.470000000000E+00  0.000000000000E+00  0.107615396013E+00
  0.480000000000E+00  0.000000000000E+00  0.108365618563E+00
  0.490000000000E+00  0.000000000000E+00  0.108616410020E+00
  0.500000000000E+00  0.000000000000E+00  0.108365618563E+00
  0.510000000000E+00  0.000000000000E+00  0.107615396013E+00
  0.520000000000E+00  0.000000000000E+00  0.106372211736E+00
  0.530000000000E+00  0.000000000000E+00  0.104646918662E+00
  0.540000000000E+00  0.000000000000E+00  0.102454837279E+00
  0.550000000000E+00  0.000000000000E+00  0.998158546554E-01
  0.560000000000E+00  0.000000000000E+00  0.967545178896E-01
  0.570000000000E+00  0.000000000000E+00  0.933000727065E-01
  0.580000000000E+00  0.000000000000E+00  0.894864609225E-01
  0.590000000000E+00  0.000000000000E+00  0.853521850896E-01
  0.600000000000E+00  0.000000000000E+00  0.809400941043E-01
  0.610000000000E+00  0.000000000000E+00  0.762969598289E-01
  0.620000000000E+00  0.000000000000E+00  0.714729610201E-01
  0.630000000000E+00  0.000000000000E+00  0.665209084061E-01
  0.640000000000E+00  0.000000000000E+00  0.614953979414E-01
  0.650000000000E+00  0.000000000000E+00  0.564517069908E-01
  0.660000000000E+00  0.000000000000E+00  0.514446766955E-01
  0.670000000000E+00  0.000000000000E+00  0.465274156884E-01
